msa,Node Count,Edge Count,Degree Average,Edge Length Total (km),Edge Length Average (km),Streets per Node Average,Intersection Count,Street Length Total (km),Street Segment Count,Street Length Average (km),Circuity Average,Self-loop Proportion,Node Density (/sq km),Intersection Density (/sq km),Edge Density (km/sq km),Street Density (km/sq km),Building Area (sq km),Area (sq km),Car Mode Share,Transit Mode Share,Bicycle Mode Share,Walking Mode Share,Working from Home Share,Median Household Income,Households,Employment Rate (%),Unemployment Rate (%),Population,Housing Units,No Vehicles Available,1 Vehicle Available,2 Vehicles Available,3 or More Vehicles Available,GDP ($),Transit Diesel (gal),Transit Gasoline Vehicle Fuel Use (gal),Transit Liquefied Petroleum Gas (GGE),Transit Compressed Natural Gas (GGE),Transit Bio-Diesel (gal),Transit Other Fuel (GGE),Transit Electric Propulsion Vehicle Fuel Use (kWh),Transit Electric Battery Vehicle Fuel Use (kWh),Transit Diesel Vehicle Miles,Transit Gasoline Vehicle Miles,Transit Compressed Natural Gas Vehicle Miles,Transit Other Fuel Vehicle Miles,Transit Electric Propulsion Vehicle Miles,Transit Electric Battery Vehicle Miles,Cooling Degree Days (°Df),Heating Degree Days (°Df),Palmer Z Index,Average Temperature (°F),Precipitation (in),Population Density (/sq km),Built-Up Area Proportion,Cluster
"Riverside-San Bernardino-Ontario, CA",148751.0,374550.0,5.035932531546006,80332.29006000335,0.2144768123348107,2.6663417388790664,111197.0,43533.516167001486,198655.0,219.1413061186554,1.071801713128679,0.0023860461604288,2.0965445806841845,1.5672463898618447,1.1322292110926986,0.6135754206563606,124.40762583483549,70950.55424552753,89.62304660147787,1.1595278892174872,0.2210831115980591,1.3985797958662505,6.262253791467243,68331,1376503,0.556,0.073,4600396,1566442,59845,367495,505921,443242,228740442.0,0.0,1540219.0,0.0,7332404.0,0.0,55593.0,0.0,554444.0,0.0,9455806.0,28394032.0,0.0,0.0,98791.0,3319.5,1754.0,-0.655,69.2,5.53,64.83946529973714,4.096130521211911,4
"Rochester, MN",15155.0,38716.0,5.10933685252392,17591.067727000074,0.4543617038692032,2.7276806334543053,11541.0,9121.635908999968,20601.0,442.77636566185953,1.0556854537742926,0.0068928692781903,2.335246499322094,1.778362246695895,2.7106221925974787,1.40556043052345,11.616109761787994,6489.678928712404,83.75022712131306,3.6547063862187112,0.5502824956522492,3.4911790408126184,7.710011507479862,76787,89070,0.684,0.033,219848,95255,5123,25675,36159,22113,15628747.0,0.0,13371.0,0.0,0.0,280000.0,0.0,0.0,0.0,832245.0,810412.0,0.0,0.0,0.0,0.0,634.75,7729.5,0.3125,45.4,31.7575,33.87656036839088,2.516929321335112,3
"Rochester, NY",36026.0,94506.0,5.24654416254927,33409.19707599951,0.3535140316593603,2.73474712707489,29001.0,17341.22804899984,49195.0,352.4998078869772,1.0590103441841836,0.0136802520581359,2.6401597533212344,2.1253337313626024,2.448387761917264,1.270849174710895,59.29521869230821,13645.386403107035,87.05954966639061,1.8719627482538244,0.4638889322937012,2.961271622107286,6.740355016641406,61747,438233,0.597,0.049,1071784,482206,44309,153620,169728,70576,72325812.0,1349441.0,293931.0,0.0,0.0,0.0,0.0,0.0,0.0,5594212.0,2224913.0,0.0,0.0,0.0,0.0,611.8333333333334,6200.666666666667,-0.295,49.56666666666666,32.01166666666666,78.54552215215806,5.581345365115169,4
"Rockford, IL",16230.0,43303.0,5.336167590881084,9965.403418000013,0.2301319404660188,2.856685150955021,13241.0,5312.831612000037,23130.0,229.69440605274696,1.0456374662306858,0.0072200605274535,7.818918517327954,6.378946400982097,4.800904332572001,2.5594946069323727,11.21065608968611,2075.734638240796,91.90293377603696,0.8715727218489794,0.2749604420118803,1.195818526108272,4.8604446058468005,56899,134567,0.59,0.077,336928,145782,10617,43281,52394,28275,17040202.0,343010.0,89926.0,0.0,0.0,0.0,0.0,0.0,0.0,1385878.0,599772.0,0.0,0.0,0.0,0.0,828.5,6328.5,0.355,49.8,37.055,162.31747247111971,7.434113763432834,5
"Rocky Mount, NC",9172.0,22801.0,4.97187091146969,7933.587013999992,0.3479490817946578,2.6324683820322723,6739.0,4212.6058270000185,12017.0,350.55386760422886,1.0485359004450647,0.00482649579762,3.393494761899125,2.49332328831642,2.935301567278662,1.558597449615165,8.749989198760806,2702.818375610814,92.34916060934742,0.7042139515306536,0.0647553058878761,1.2789172912855549,3.812468634148711,46482,58171,0.536,0.078,146356,68205,4743,18141,19278,16009,7689265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632.0,2707.0,1.585,62.0,67.745,54.14940246102359,15.32182695043717,5
"Rome, GA",5273.0,13146.0,4.986155888488526,4329.493689000047,0.3293392430397114,2.6320879954485115,3960.0,2274.871294999994,6911.0,329.16673346838286,1.0973221139599565,0.0063666618434379,3.920628411809328,2.944374836101828,3.219104108826619,1.6914327768606967,10.742399716766526,1344.9374554643314,90.98996736371328,0.4013054514686329,0.1764776985374108,3.295056206938233,4.124259639792094,50657,36192,0.547,0.0559999999999999,97805,40713,3108,11199,12388,9497,4633051.0,28327.0,33703.0,0.0,0.0,0.0,0.0,0.0,0.0,143583.0,136714.0,0.0,0.0,0.0,0.0,1687.0,2700.0,0.71,62.1,63.8,72.72085374872204,22.551142013900925,5
"Sacramento-Roseville-Folsom, CA",88387.0,214966.0,4.864199486349802,43817.62430600075,0.2038351381427795,2.630251055019403,65578.0,23654.663751000186,116467.0,203.1018550404852,1.1143019474596456,0.0031425210574669,6.4323709161642935,4.772444137036239,3.188831074720636,1.7214700254967286,87.12847576802514,13740.967545557263,83.76792729526362,2.1128000911729,1.2740659251647564,1.6686147653004233,9.929746006240824,75533,840925,0.5820000000000001,0.0579999999999999,2338866,909133,49055,252548,326850,212472,183451816.0,157016.0,547811.0,0.0,3884623.0,21192.0,0.0,30089655.0,77992.0,974861.0,3963168.0,15045471.0,0.0,3768892.0,0.0,1387.75,3144.0,-1.52,60.15,16.3175,170.21115814775382,12.928592034931109,4
"Saginaw, MI",8645.0,24645.0,5.701561596298438,7948.457914999978,0.3225180732400072,2.981839213418161,7296.0,4086.735769,12802.0,319.2263528354944,1.03585573893845,0.0132010623340103,4.088150672733775,3.4502194688566363,3.7587615468366975,1.9325843358383488,5.174274414756816,2114.648087131052,92.10178330882262,0.4238911477192679,0.3806369489724038,1.838921363866678,4.495965001174042,49565,78980,0.531,0.065,191166,87789,6972,26842,29024,16142,9713506.0,191357.0,38459.0,0.0,0.0,0.0,0.0,0.0,0.0,577529.0,171687.0,0.0,0.0,0.0,0.0,755.0,6187.0,0.24,50.0,33.19,90.40085731681027,13.333635706375016,5
"Salem, OR",15600.0,39172.0,5.022051282051282,10812.31278100003,0.2760214638262032,2.5975,11252.0,5596.292615999986,20268.0,276.11469390171635,1.093245270533372,0.0034043812907045,3.115515189463138,2.2471651866563604,2.159354147591796,1.1176496570402792,14.907980913935337,5007.197542403308,86.7468376796832,1.4426624814210431,0.7686231304112836,2.6836848177443327,7.273076883100685,62539,151200,0.5820000000000001,0.054,428472,160077,8548,45138,58800,38714,25001326.0,0.0,143623.0,0.0,340009.0,205694.0,0.0,0.0,0.0,1130741.0,1472738.0,595958.0,0.0,0.0,0.0,217.5,5074.0,-0.36,51.65,60.43,85.57121950382368,12.607360629666028,1
"Salinas, CA",15798.0,39836.0,5.043170021521712,11642.760934999924,0.2922673193844744,2.6874287884542345,12102.0,6195.031239000022,21292.0,290.9558162220562,1.1280241398233244,0.0112248731918091,1.6108332140495307,1.2339728798852654,1.1871468551295257,0.6316724953700248,25.82117937352174,9807.346820397905,82.37755987276216,1.2818423197244933,0.4994873682273456,2.5510660111990324,6.003312389915613,76943,128003,0.569,0.051,432977,141910,5449,35790,47734,39030,33629435.0,607681.0,365468.0,0.0,0.0,0.0,0.0,0.0,11808.0,3119992.0,2143642.0,0.0,0.0,0.0,31824.0,876.0,2544.0,-0.82,60.4,10.21,44.1482296822081,17.57601135612488,1
"Salisbury, MD-DE",29180.0,71857.0,4.925085675119945,19285.16046200008,0.2683824883031588,2.6888965044551063,22541.0,10243.28617200004,39297.0,260.66331200855126,1.075918518719684,0.0093391353029493,3.895131163707689,3.008915406481666,2.57430532942563,1.3673386973040915,21.254308401975056,7491.403696974406,89.44539484575907,0.7405772308371502,0.3289001710722366,1.648915622758126,6.71706859444843,62799,163535,0.54,0.06,411137,251536,8455,52113,63677,39290,25362339.0,31541.0,73794.0,180700.0,0.0,0.0,0.0,0.0,0.0,158670.0,146655.0,0.0,1348113.0,0.0,0.0,1437.0,3456.0,0.695,59.4,55.6925,54.88117002238822,9.934785237833864,3
"Salt Lake City, UT",41929.0,105263.0,5.021011710272127,18063.59098399989,0.1716043717545566,2.679577380810417,32047.0,9936.897912000006,56267.0,176.602589652905,1.0737744597605674,0.0024703645120585,1.999662790742276,1.5283740002126862,0.8614822857185297,0.4739069620079426,66.699369329828,20968.03530781104,83.95784449551937,3.2716963906751766,0.6067061207165795,2.0127972067173325,9.241537266458986,77102,404471,0.6890000000000001,0.038,1215955,427135,21300,109265,160573,113333,120025527.0,4975424.0,659008.0,0.0,305814.0,0.0,0.0,39602347.0,98071.0,17828402.0,9040320.0,1342984.0,0.0,6307169.0,39307.0,968.5,5807.5,-1.645,51.65,9.335,57.99088861449175,5.035718858858649,1
"San Angelo, TX",10757.0,29676.0,5.517523473087292,14715.26241400017,0.4958640791885756,2.874221437203681,8906.0,7592.881081999973,15398.0,493.1082661384578,1.1225788049194148,0.0040264969476555,1.1814055278649862,0.9781163550400268,1.6161283220120537,0.8339008722409823,11.578534645148515,9105.256193815048,88.29407566024268,0.2549199551340879,0.2532204887665273,4.06002515210224,5.348220658713164,57431,43994,0.598,0.04,121472,50244,2390,15118,16664,9822,8360379.0,6389.0,145814.0,0.0,0.0,0.0,0.0,0.0,0.0,72927.0,1905721.0,0.0,0.0,0.0,0.0,2690.6666666666665,2138.0,-0.43,66.36666666666666,17.966666666666665,13.340865694972164,16.359415461603366,3
"San Antonio-New Braunfels, TX",91978.0,231030.0,5.023592598230011,61033.780008999616,0.2641811886291806,2.753038770140686,72912.0,32832.816019000704,126716.0,259.1055274708853,1.0873474144760105,0.0039063733072382,4.822160991572239,3.822581510986488,3.1998381474656927,1.7213368919773568,49.99079045979385,19074.02099613665,88.16787772401688,1.7342490697217268,0.1757096497187611,1.754337562550221,6.733266199257157,61437,826094,0.597,0.055,2510211,903779,50092,270445,321467,184090,156883687.0,1203456.0,815090.0,579952.0,5313273.0,0.0,0.0,0.0,0.0,4715477.0,9182452.0,20491619.0,3271405.0,0.0,0.0,3134.875,1232.875,-0.89625,70.1125,26.34625,131.60366136266867,4.264162151916328,4
"San Diego-Chula Vista-Carlsbad, CA",85819.0,203433.0,4.740978105081625,36698.07803500076,0.1803939283941187,2.5894615411505613,61121.0,20630.66656800064,111376.0,185.2344003016865,1.0902153008655415,0.0042378968539003,7.334428191029195,5.223640283199472,3.136361622676783,1.7631776468622031,58.2293721252363,11700.843987397137,82.52091610547791,2.637132031477704,0.5948856402153738,2.946202580189909,9.63708601144365,82426,1130703,0.5920000000000001,0.062,3323970,1215528,61132,335811,452331,281429,293622693.0,1338204.0,1156522.0,733556.0,8953304.0,0.0,0.0,52502166.0,109357.0,1869011.0,7910279.0,27999602.0,4669894.0,9579691.0,0.0,1752.0,1846.0,-0.04,64.7,11.35,284.0795077329648,4.483114681859993,4
"San Francisco-Oakland-Berkeley, CA",109976.0,266545.0,4.847330326616716,39267.79046200066,0.1473214296347733,2.7125645595402634,83687.0,22310.87658000002,149632.0,149.1049814210865,1.0944968335030807,0.0076320573139435,13.35040876512332,10.159086149040474,4.766867807257215,2.708402944744461,190.5644852814858,8237.650392196372,64.64920264003302,16.0066863198365,1.7404860601199452,4.567143260221421,10.97105692581668,110837,1701865,0.643,0.048,4709220,1810522,204526,554552,573757,369030,660263176.0,16683814.0,2129148.0,0.0,0.0,6311064.0,47695.0,389193362.0,571317.0,66346248.0,14679530.0,0.0,0.0,71595178.0,200025.0,684.8,2429.6,-2.106,60.17999999999999,9.822,571.6702913807925,12.862732460017453,4
"San Jose-Sunnyvale-Santa Clara, CA",49337.0,118419.0,4.800413482781686,19845.88039000001,0.167590339303659,2.720372134503517,38297.0,11207.928637999945,67248.0,166.66560549012527,1.0971415835410443,0.0028699738282179,7.069521023019842,5.487594434574272,2.843725168482929,1.6059891588634645,140.31290054184774,6978.832065050573,81.47034736232347,3.9231568224037714,1.5133931246629246,2.08497293410303,9.614785370433252,129343,653703,0.647,0.043,1985926,688111,34479,178162,261298,179764,361287757.0,3333792.0,379552.0,59829.0,0.0,0.0,0.0,22062611.0,125435.0,16383637.0,4845479.0,0.0,0.0,3093884.0,46875.0,1107.0,2700.5,-0.885,60.6,10.595,284.56423388454306,18.71988390423413,4
"San Luis Obispo-Paso Robles, CA",14040.0,34767.0,4.952564102564103,11226.73053399992,0.3229134102453453,2.590954415954416,10156.0,5875.262788999977,18252.0,321.8969312404107,1.1154410137358588,0.0051501205347359,1.498339244703881,1.0838414080635768,1.1981090419378515,0.6270040462754304,35.66675643448052,9370.374599495151,82.77012483857081,0.9793370641411968,1.5889244203923496,4.709119980321014,9.028503782055225,77948,106244,0.552,0.045,282517,122256,3968,29169,40532,32575,20458266.0,326646.0,80428.0,0.0,0.0,0.0,0.0,0.0,0.0,1738402.0,693799.0,0.0,0.0,0.0,0.0,1078.0,2470.0,-1.02,61.1,9.31,30.150021965527525,30.018734919396845,1
"Santa Cruz-Watsonville, CA",10531.0,24600.0,4.671920995157155,5186.1454740000345,0.2108189217073184,2.4938752255246417,7309.0,2720.9444210000192,13165.0,206.6801687049008,1.1688403486726362,0.0069122673756171,6.879952432165128,4.775004494036172,3.388133526484542,1.7776059431246052,8.553908354493432,1530.6791876591335,76.7068152238514,2.2351286082920185,2.666957561896737,4.931426464945871,10.88148777863876,89986,96275,0.604,0.061,273170,105819,4982,26500,35598,29195,18507711.0,133095.0,62960.0,0.0,545322.0,0.0,0.0,0.0,0.0,678927.0,546052.0,2111998.0,0.0,0.0,0.0,456.0,2503.0,-1.21,59.3,14.51,178.46326140865526,13.37380371532451,4
"Santa Fe, NM",12494.0,28828.0,4.6146950536257405,8719.467043000011,0.3024652089288195,2.53569713462462,8880.0,4653.080778000017,15875.0,293.1074505826782,1.1092652974249892,0.0129133858267716,2.527255483275749,1.7962244830709666,1.763752272744034,0.9412136953998346,11.083484787507748,4943.702796444492,85.98050249199784,0.9164121077478478,0.4516289334833891,1.7948230754614949,10.105380084479458,60668,63152,0.545,0.049,150319,73496,2451,21891,23390,15420,8904094.0,0.0,68375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,372373.0,0.0,0.0,0.0,0.0,579.0,5506.0,-1.43,51.4,8.51,30.406156314273044,6.237768430838743,1
"Santa Maria-Santa Barbara, CA",14944.0,37791.0,5.057682012847966,9872.43512300002,0.2612377318144537,2.6870315845824413,11303.0,5287.349373000008,20103.0,263.0129519474709,1.1334163776910344,0.0061184897776451,1.5207885304087485,1.1502591514460707,1.0046765325390064,0.5380714857282052,27.611721941612867,9826.481263626734,81.20492903720752,2.9444764096662834,3.123801304181052,3.9048714998082086,7.999616417337936,78925,148309,0.595,0.057,444895,159317,8647,45270,54891,39501,35513183.0,764690.0,27934.0,0.0,0.0,0.0,0.0,0.0,228171.0,3526485.0,182650.0,0.0,0.0,0.0,142767.0,708.0,2445.0,-0.69,60.2,11.34,45.27510795210118,18.18837542065858,1
"Santa Rosa-Petaluma, CA",19942.0,48035.0,4.817470664928292,11177.384086999857,0.2326924968668649,2.5211112225453816,13956.0,5834.801307999973,25166.0,231.8525513788434,1.1300043090421326,0.0125168878645791,4.332279673342985,3.0318571417698674,2.428219530701876,1.2675755242524998,51.649754833143255,4603.119259060171,84.65619557504999,1.582758175836935,0.7147810101270722,2.5023382571115267,9.075662774946784,86173,188958,0.618,0.046,496801,206498,9120,53719,72893,53226,34715634.0,531012.0,143288.0,0.0,333741.0,0.0,0.0,0.0,8034.0,2059016.0,1180724.0,1475454.0,0.0,0.0,12132.0,588.0,2628.0,-1.65,59.4,14.86,107.9270320928928,4.169098713695785,1
"Savannah, GA",20604.0,51259.0,4.975635798874005,12178.887467000011,0.2375951046060206,2.748252766453116,16170.0,6607.634110999951,28330.0,233.23805545358104,1.0855257093167083,0.015884221673138,5.071459269200379,3.980076508589115,2.997705869397473,1.626400080553063,42.12613083713176,4062.7359713072574,88.24248824141071,1.7170503585494237,0.6147331217775001,2.261743773200653,5.455554418158602,60851,145199,0.596,0.071,390211,164474,9529,47770,58458,29442,26155853.0,33395.0,162431.0,0.0,0.0,425654.0,0.0,0.0,0.0,2080700.0,1330578.0,0.0,0.0,0.0,0.0,2760.6666666666665,1390.3333333333333,-0.0699999999999999,68.66666666666667,51.376666666666665,96.04635958522373,6.03873682812356,3
"Scranton--Wilkes-Barre, PA",25809.0,66923.0,5.1860203804874265,17683.709934000035,0.2642396475651126,2.7540392886202487,20412.0,9380.114837000028,35471.0,264.44461213385665,1.0848328188720076,0.0050463759127174,5.605275738525476,4.43313915203154,3.840600963236559,2.037201368531098,21.122454913832463,4604.412200922218,89.69778619848893,0.87899800439499,0.1747125008735625,2.917310514586553,5.490631527453157,53853,228663,0.574,0.053,554787,264290,23069,84372,80800,40422,30413097.0,361309.0,213091.0,0.0,171062.0,0.0,0.0,0.0,0.0,1593625.0,1229457.0,514078.0,0.0,0.0,0.0,570.3333333333334,6068.333333333333,-0.2333333333333333,49.833333333333336,42.25666666666667,120.49029839007063,11.678632007751627,3
"Seattle-Tacoma-Bellevue, WA",149176.0,358253.0,4.803091650131388,59318.80832900071,0.1655779807259135,2.532887327720277,104622.0,31158.48466300008,189344.0,164.56019025160597,1.0905308058680023,0.0098339530167314,9.133304839539678,6.405484923327614,3.631795725766804,1.9076791090074907,209.8720967551085,16333.189641737452,74.66279434219452,9.107189191760993,0.9695689643755632,3.955235118143992,10.086273832723236,90790,1529875,0.65,0.044,3928498,1617780,126122,478727,566638,358388,481736232.0,14071695.0,1635190.0,399391.0,1558556.0,702782.0,0.0,36598118.0,1646682.0,64404265.0,17550198.0,6460680.0,2019221.0,6574200.0,343038.0,63.0,6289.333333333333,0.32,47.9,86.13666666666667,240.52240169680076,19.61125877075848,4
"Sebastian-Vero Beach, FL",8859.0,23012.0,5.19516875493848,4254.745123999994,0.1848924528072307,2.8443390901907666,7330.0,2323.193142999999,12634.0,183.8842126800696,1.0655403770498608,0.0135349058097198,5.549092984753606,4.591359248023922,2.6650836798174704,1.4551997710857856,12.83170265441468,1596.4771223586486,88.01266101321959,0.4451666412769343,0.6313580121532185,0.6465918515885509,8.647742852790332,57945,60959,0.446,0.063,156964,81185,2877,25614,24054,8414,7933467.0,95196.0,79193.0,0.0,0.0,0.0,0.0,0.0,0.0,659981.0,581130.0,0.0,0.0,0.0,0.0,3989.0,400.0,0.54,74.8,64.53,98.31897858210463,14.55918411595441,7
"Sebring-Avon Park, FL",10640.0,29070.0,5.464285714285714,6450.247406000021,0.2218867356725153,2.823966165413534,8881.0,3330.3816260000003,15017.0,221.77409775587668,1.062360321209946,0.0049943397482852,3.7171238073550734,3.1026105764210907,2.2534180635500927,1.1634812809757988,0.9445988334297056,2862.428197561413,89.70199364173872,0.7338740826573967,0.6655376296164245,2.0144397896425708,5.252993433758208,43708,42721,0.387,0.084,104574,55919,2166,20588,15424,4543,2947975.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4056.0,436.0,-0.08,74.9,54.4,36.53331814195013,19.310729809023467,3
"Sheboygan, WI",6109.0,16050.0,5.2545424783106895,5128.148015000033,0.3195107797507809,2.8701915207071536,4988.0,2729.3024990000004,8728.0,312.7065191338222,1.0416224459654833,0.0108845096241979,4.544596486480742,3.710664147088876,3.81492281079102,2.030377892862745,2.3187781966362864,1344.2337550040015,90.863402500937,0.3901325428464343,0.713823298919895,1.9966608743057688,5.242086612831783,62101,47754,0.6409999999999999,0.033,115152,51249,2576,15660,19312,10206,7793537.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547.0,7067.0,1.26,47.0,38.0,85.66367238684407,22.98592024580737,5
"Sherman-Denison, TX",8825.0,23782.0,5.389688385269122,8135.35047199997,0.342080164494154,2.861983002832861,7313.0,4305.738365999995,12599.0,341.7523903484399,1.0693859974467337,0.0050797682355742,3.46115036963341,2.8681464762752555,3.190670968074792,1.6887034489547463,5.203971603783343,2549.7303085779267,90.41844328075096,0.3129002448079636,0.1994131093853861,1.384543052155445,6.60657252638576,58296,49327,0.595,0.044,133527,56749,2035,16141,18417,12734,5772885.0,0.0,62557.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,484096.0,0.0,0.0,0.0,0.0,2216.0,2396.0,0.87,64.4,49.56,52.3690680346788,13.011593851468351,3
"Sierra Vista-Douglas, AZ",12946.0,33461.0,5.169318708481384,15920.706207999916,0.4757988765428385,2.652247798547814,9511.0,8240.909755999981,17157.0,480.3234689048191,1.0762856657165791,0.0035554001282275,0.805493542813432,0.5917695879575584,0.9905782517822996,0.5127452182424069,5.032607567442298,16072.13380604163,87.71280532938565,0.4991011948820979,0.3574072115892989,3.0432483874378766,5.991329174156709,51505,50917,0.434,0.068,126442,61380,3078,16500,18087,13252,7282079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1990.0,2599.0,-0.42,63.2,9.43,7.867157001422521,15.586717677817049,3
"Sioux City, IA-NE-SD",10147.0,28831.0,5.682664827042475,13953.98531900009,0.4839924150740553,2.993298511875431,8534.0,7289.592407999986,15082.0,483.3306198116951,1.0363159537924502,0.0043760774433099,1.868942707429312,1.5718495185968018,2.570138868781009,1.3426461585753082,5.041172055611535,5429.27290369268,91.96789364078944,0.8619619633424817,0.0979188790357059,2.1266325559585706,4.478064791956861,61399,56113,0.6679999999999999,0.042,144152,60300,3319,16252,20946,15596,9871746.0,132902.0,26215.0,0.0,0.0,0.0,0.0,0.0,0.0,556718.0,180594.0,0.0,0.0,0.0,0.0,1023.5,6748.0,-0.5075000000000001,49.2,19.87,26.5508849079876,9.71811888350246,3
"Sioux Falls, SD",15053.0,43482.0,5.777187271640204,20309.19746399999,0.4670713735338759,3.0115591576429948,12691.0,10503.662351000065,22585.0,465.0724972769565,1.020578025962108,0.0023024131060438,2.247649987329852,1.8949661854250408,3.032483054715939,1.5683622234865031,8.379015982496572,6697.217131161317,90.9427128678391,0.4464565558070695,0.2354170294271286,2.2838237854779733,5.5643391955424,67713,104530,0.721,0.026,264437,111182,4235,31855,40558,27882,24991123.0,168437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931994.0,0.0,0.0,0.0,0.0,0.0,901.5,7283.0,-0.6975,47.425,16.6675,39.484609028070416,1.9636959852868652,3
"South Bend-Mishawaka, IN-MI",12750.0,34102.0,5.349333333333333,6876.872575000052,0.2016559901178831,2.831921568627451,10372.0,3634.7838609999976,18001.0,201.9212188767289,1.048552175571348,0.0097772345980778,1.713801576936984,1.394160780861992,0.924360397131748,0.4885724166907368,10.989876061067545,7439.601043422785,88.38089033081587,1.1075949367088609,0.526539729815977,3.6478832039144775,5.523348579938305,55101,125606,0.598,0.05,322494,143456,8374,43812,48625,24795,17022562.0,240790.0,56760.0,0.0,138903.0,0.0,0.0,0.0,0.0,1321963.0,525759.0,579032.0,0.0,0.0,0.0,792.5,5944.0,-0.615,50.8,34.67,43.34829221589927,6.527596959532857,1
"Spartanburg, SC",18856.0,46326.0,4.913661434026305,12107.013733000083,0.2613438184388914,2.568466270683072,13898.0,6335.046419999989,24187.0,261.9194782321077,1.077564769579175,0.0052507545375615,8.89506171207806,6.556192600469924,5.711319171829249,2.988472043634869,40.66363668881141,2119.8279011821346,93.27328840461044,0.3317167390984862,0.0811796239143974,1.061633529983974,4.411692665141049,53757,118788,0.583,0.054,313791,131725,6272,35260,45045,32211,19120459.0,0.0,156182.0,5351.0,0.0,0.0,0.0,0.0,0.0,0.0,395904.0,0.0,38910.0,0.0,0.0,1572.0,2702.0,0.96,61.8,65.67,148.02663924982429,7.650675726271136,5
"Spokane-Spokane Valley, WA",26802.0,71805.0,5.358182225207074,24612.543229000225,0.3427692114616005,2.8106857697186776,21207.0,12636.567490000034,37633.0,335.7842183721743,1.1111357295233038,0.0022586559668376,2.398817648507706,1.8980570805127568,2.2028581103046254,1.1309910122965006,28.49663114361969,11173.004340981654,85.57042470615204,2.337346159622484,0.4094505616112432,2.6875133387610566,7.953458592533455,59656,224385,0.5710000000000001,0.055,558635,241918,15990,64487,83105,60803,34411428.0,1323191.0,123409.0,0.0,0.0,0.0,0.0,0.0,0.0,9028211.0,1491283.0,0.0,0.0,0.0,0.0,310.5,6820.5,-0.14,47.1,21.565,49.9986380521641,21.62746195187906,3
"Springfield, IL",12705.0,33357.0,5.251003541912633,10095.172499999971,0.3026403003867246,2.831719795356159,10241.0,5342.216674000013,17962.0,297.41769702705784,1.0550123258419772,0.0038414430464313,4.115771498809264,3.317561268737164,3.270320602208812,1.7306055196625634,16.037948462510005,3086.9060645557443,89.35729869706176,1.0399037579267174,0.4985420957119262,1.4466896397039333,6.475949676814224,62590,89304,0.594,0.05,208224,97689,6815,33050,32929,16510,13815743.0,0.0,90905.0,0.0,237301.0,167039.0,0.0,0.0,0.0,1040198.0,577912.0,510837.0,0.0,0.0,0.0,1057.5,5306.5,0.065,53.25,36.85,67.45394762440456,18.654099073507037,5
"Springfield, MA",22344.0,58277.0,5.216344432509846,13469.697911999776,0.2311323148411856,2.7667382742570714,18497.0,7076.243313000054,30899.0,229.01204935434976,1.0827888750735826,0.0326224149648856,4.676876427229628,3.871651596601612,2.8193748946713164,1.481145522015361,50.41114918129218,4777.547653367354,85.28492557641793,2.1241730713104388,0.4584589940655706,4.156836754548108,6.950761260823038,61360,270889,0.579,0.06,698537,291991,30601,100005,94672,45611,41192172.0,1080075.0,307684.0,0.0,0.0,0.0,0.0,0.0,154874.0,3123717.0,2223689.0,0.0,0.0,0.0,67374.0,612.6666666666666,6050.333333333333,-0.61,50.0,43.22,146.2124610118019,5.686125320727341,1
"Springfield, MO",39289.0,96594.0,4.917101478785411,28517.90157900044,0.2952347100130488,2.5431800249433683,28133.0,14774.030074000048,49874.0,296.22709375626675,1.0809299177119245,0.0129526406544492,5.00874769697452,3.586528009340633,3.635597084587656,1.8834632876423432,7.665401851871917,7844.076479183031,91.0419525946808,0.6009124967543306,0.2791275640787863,1.8018101561630624,5.4091398048889054,50496,191961,0.588,0.039,466897,205370,11829,64267,72934,42931,24198665.0,204255.0,17420.0,0.0,0.0,0.0,0.0,0.0,0.0,905580.0,125850.0,0.0,0.0,0.0,0.0,1258.4,4381.6,0.782,56.34,50.81,59.52223964657568,12.153433181253378,4
"Springfield, OH",5695.0,15170.0,5.327480245829675,4169.135078999992,0.2748276255108761,2.802107111501317,4600.0,2230.325804999995,7931.0,281.21621548354494,1.0515482918454695,0.0068087252553271,5.473837567773737,4.421361336568777,4.007228835918082,2.14371223525622,2.942981104242106,1040.403543124538,90.92372881355932,0.6254237288135592,0.3423728813559322,2.5271186440677966,5.147457627118644,51504,54862,0.5539999999999999,0.068,134409,61283,4153,17784,19809,13116,5363333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,927.0,5176.0,0.53,53.3,45.21,129.18929475801588,20.977166280511188,5
