msa,n,m,k_avg,edge_length_total,edge_length_avg,streets_per_node_avg,intersection_count,street_length_total,street_segment_count,street_length_avg,circuity_avg,self_loop_proportion,node_density_km,intersection_density_km,edge_density_km,street_density_km,builing_area_sqkm,area_sqkm,MSA,Carbon Dioxide,Methane,Nitrous Oxide,_merge
"Hot Springs, AR",11248,27899,4.960704125177809,7466.417120000029,0.26762310907201076,2.5250711237553345,8139,3785.520900999999,14158,267.3768117671987,1.1403922408892633,0.0216132222065263,5.916547156195109,4.281185748957324,3.927401224955783,1.9912173650007727,0.9523268402824572,1901.1088229428583,"Hot Springs, AR",531382.1615213,56.3460193669,8.1485654407,both
"Huntington-Ashland, WV-KY-OH",26984,63427,4.701082122739401,21211.677771999624,0.33442662859664846,2.4269937740883485,17983,10992.125009000016,32631,336.8614203977817,1.1286868344022047,0.0094082314363641,4.110107417335434,2.739106940629377,3.230887716603351,1.674281593973069,8.091922799164772,6565.2785341298,"Huntington-Ashland, WV-KY-OH",284004.37013256026,21.809912122328672,4.599190103628572,both
"Huntsville, AL",34534,82322,4.7675913592401695,16476.16622700007,0.20014292931415742,2.5170556552962298,24501,8719.353397999988,43508,200.4080490484506,1.0753252551035644,0.0113082651466396,9.403926347689064,6.671848017742798,4.486611851826915,2.374360258130083,18.617405630188696,3672.295881867092,"Huntsville, AL",1697533.04544215,121.15670151479999,26.05430176345,both
"Idaho Falls, ID",11454,29377,5.129561725161516,13875.15159200001,0.47231342860060627,2.63899074559106,8564,7075.947988999999,15059,469.8816647187728,1.0850481052515657,0.0077030347300617,0.8447011933616015,0.6315715924523098,1.0232545056605145,0.5218318238582962,8.092555569480455,13559.8245746727,"Idaho Falls, ID",366455.8453817118,33.16023675989823,5.133744870706667,both
"Indianapolis-Carmel-Anderson, IN",96972,245920,5.071979540485914,56956.78354099935,0.2316069597470696,2.7234150063935982,75468,30256.16957799971,132195,228.8752946631848,1.0639664200837826,0.0089564658269979,8.6312255592665,6.717210437102713,5.069575195651147,2.6930229776340866,132.28008663040816,11235.020952023511,"Indianapolis-Carmel-Anderson, IN",1350049.132706609,103.76910220111819,17.35329525712818,both
"Iowa City, IA",8253,21718,5.263055858475706,8442.990503999938,0.38875543346532543,2.802859566218345,6621,4415.716697000008,11501,383.9419786975053,1.0479432480786126,0.0128684462220676,2.6681504111756005,2.140533608674864,2.729573316951305,1.427577404669276,5.391074826549217,3093.153956175839,"Iowa City, IA",597285.5910745555,42.2789566251235,6.9934403433,both
"Ithaca, NY",3572,9411,5.2693169092945125,4064.930026,0.43193390989267877,2.730963045912654,2845,2053.190566000003,4829,425.1792433215993,1.0590545389774202,0.0147028370262994,2.80562959172771,2.234606995650989,3.192801783104168,1.612679789872837,8.753710939573152,1273.154521370855,"Ithaca, NY",362434.426197076,35.5496881851746,5.09610060311,both
"Houston-The Woodlands-Sugar Land, TX",265501,643472,4.8472284473504805,119580.51635100396,0.1858363943590459,2.781831330202146,209233,67595.27299500076,369740,182.81839399307827,1.073320760584056,0.0086276843187104,10.261375613632294,8.08666786101418,4.621679746403027,2.6124966983465914,270.61431125148965,25873.82140531728,"Houston-The Woodlands-Sugar Land, TX",4048004.345924237,252.03868738658463,50.27930549746534,both
"Jackson, MI",30869,81133,5.256600472966406,13724.225753000042,0.16915713400219448,2.88175839839321,25461,7577.320494999975,44456,170.4453953347124,1.0521051438753888,0.0064333273348929,19.37008264015369,15.97660028186702,8.61185613423617,4.754715869612872,37.08453069817727,1593.6431750688223,"Jackson, MI",842348.52459264,73.267475000581,12.43206986687,both
"Jackson, TN",11453,29163,5.092639483104863,12540.62940999989,0.4300184963823986,2.679123373788527,8848,6561.359426000038,15259,429.9993070319181,1.075306793568067,0.0052428075234287,2.580274045502541,1.9933873006728795,2.825308703474074,1.4782245202236404,2.369379966840448,4438.675814285215,"Jackson, TN",343294.8705809924,26.552213500744923,5.1258391709,both
"Jackson, MS",44622,107594,4.822464255300076,38085.865674999564,0.3539775979608488,2.5496167809600645,32112,19895.085869000064,56824,350.1176592460944,1.085755687247434,0.0058601999155286,3.1326328066481848,2.25438359300539,2.673771509190526,1.3967101134936202,6.110880417475596,14244.248449834786,"Jackson, MS",697902.4110819375,41.28157611119986,8.71222636907857,both
"Jacksonville, NC",10524,24673,4.688901558342836,6220.809909000008,0.25213026016293144,2.446503230710756,7039,3273.983650000006,12865,254.487652545667,1.0765484334712607,0.0087835211815001,4.486841080101803,3.0010332917936706,2.6522031025470914,1.3958422972635567,3.861514058768728,2345.5254625958846,"Jacksonville, NC",899173.7077170679,71.2912403327294,15.050257316889999,both
"Janesville-Beloit, WI",7751,21099,5.444200748290543,6813.876590999997,0.3229478454429118,2.926203070571539,6491,3587.880943000018,11280,318.0745516843987,1.039044603190525,0.0049645390070921,4.121256117402335,3.451306084125733,3.622981626097704,1.9076991723455143,5.628347009663466,1880.737275043592,"Janesville-Beloit, WI",1149566.50565377,82.70079815088499,12.778112588699999,both
"Jefferson City, MO",11295,27633,4.892961487383798,14150.557218999977,0.5120890681069727,2.5440460380699426,8134,7336.2587350000085,14279,513.7795878562931,1.0972238476503615,0.0091042790111352,1.9232419148665325,1.3850066166909585,2.4094683277820232,1.2491722264238816,1.5834524911246184,5872.8961305857565,"Jefferson City, MO",348616.5250039515,24.971124731046373,4.650542489125,both
"Jacksonville, FL",70409,169264,4.8080217017710805,33492.72767099981,0.1978727175949984,2.6681390163189365,52851,18583.42782800023,94054,197.58253586237936,1.0779967075043893,0.0074531652029685,7.355381081281469,5.521158453135351,3.498867694070139,1.9413454738944236,92.09213255328184,9572.44760290968,"Jacksonville, FL",2144009.063361081,148.59589626140502,22.234163155002,both
"Johnson City, TN",13294,31783,4.781555588987513,8619.676175999943,0.2712039825063695,2.4957123514367385,9273,4502.104313000022,16551,272.014036191168,1.105992528433667,0.0081566068515497,5.939238407831017,4.142813130421019,3.850933639804788,2.0113638372071163,2.69584542244184,2238.334124198747,"Johnson City, TN",377886.02701813215,34.01301870647966,8.069635692499999,both
"Johnstown, PA",9677,25306,5.230133305776584,6549.145197000039,0.25879811890460913,2.687919809858428,7348,3401.330982000008,12962,262.40788319703813,1.0819570042621436,0.0043203209381268,5.385661260164829,4.089473900970463,3.644877294066102,1.892985067971049,1.5075098513303429,1796.8081415695708,"Johnstown, PA",617681.8479583601,73.6130754165,15.551691902200002,both
"Jonesboro, AR",10764,27242,5.061687105165366,11360.38323600006,0.41701722472652747,2.587421033073207,7891,5804.953953999999,13878,418.2846198299466,1.0657620951536124,0.0036028246144977,2.813465150599534,2.062528196152074,2.969346184684256,1.5172831336319181,3.0531167708858047,3825.8870907664345,"Jonesboro, AR",510784.4054717679,36.269680088299395,6.10593023615,both
"Joplin, MO",14240,38537,5.4125,12321.944704000036,0.3197432260944037,2.786306179775281,11079,6368.807756000008,19764,322.2428534709577,1.0486397350956322,0.0081967213114754,4.335640701091278,3.3732137168111143,3.751652034779401,1.9391054862597923,3.844943157566821,3284.405000722454,"Joplin, MO",774522.9581605375,51.443971029000004,10.6054377909,both
"Kahului-Wailuku-Lahaina, HI",3984,9440,4.738955823293173,2514.716344999994,0.2663894433262705,2.535140562248996,2805,1331.0704990000004,5055,263.3176061325421,1.1492802240025406,0.0065281899109792,0.6310407611246496,0.4442945117858037,0.3983153906529601,0.21083326827297372,4.627941368112381,6313.379809094518,"Kahului-Wailuku-Lahaina, HI",345543.076398912,39.50981820477377,8.021931979809187,both
"Kankakee, IL",5279,15028,5.693502557302519,5809.331440999998,0.3865671706813947,2.926501231293805,4371,2955.4281839999962,7663,385.67508599765057,1.0337903779917432,0.0092653007960328,2.99171018140624,2.477129229575047,3.29225914362627,1.6748976299465321,2.308587589316784,1764.5425792944388,"Kankakee, IL",621328.81433663,51.0380792049,9.3854158787,both
"Kalamazoo-Portage, MI",9692,25454,5.25257944696657,6784.234517999941,0.26652921026164617,2.7696037969459346,7842,3544.4361920000024,13398,264.54964860426946,1.058547745147224,0.0145544111061352,6.453229219335992,5.221442791790429,4.517150270572126,2.359993726814529,9.957839241187866,1501.8837345742484,"Kalamazoo-Portage, MI",1282788.3101283,105.0278569039,18.862819880399996,both
"Kennewick-Richland, WA",2282,6871,6.021910604732691,4582.286304000003,0.6669023874254115,3.0784399649430325,1981,2319.4096060000056,3473,667.8403702850578,1.0202518787293144,0.0020155485171321,0.677690401722787,0.5883017904526034,1.3608113261027988,0.6888000121164921,0.6514300663650183,3367.319345528321,"Kennewick-Richland, WA",869397.8860186951,76.0998333994,17.0411454829,both
"Killeen-Temple, TX",21883,57563,5.260978842023489,17829.709769999954,0.3097425389573156,2.774893753141708,17589,9354.358696999925,30333,308.3888404378045,1.0809941190639392,0.0030989351531335,2.9575949262564545,2.3772397366871445,2.4097728443255955,1.2642875209354256,10.948905940569292,7398.917209970394,"Killeen-Temple, TX",919210.6454212599,52.266226212633335,11.425148931799997,both
"Kingsport-Bristol, TN-VA",21893,51603,4.714109532727356,17509.22504099996,0.3393063395732798,2.488695016671996,15240,9192.94435600008,27191,338.08776271560737,1.1193628023610642,0.008421904306572,4.129593673422753,2.8746634806998927,3.3026988058214353,1.7340302769225475,4.545265607954248,5301.490105648653,"Kingsport-Bristol, TN-VA",481385.12714411947,42.65046569330525,8.56347043900475,both
"Kingston, NY",12384,29345,4.739179586563307,8734.631541000008,0.2976531450332257,2.4179586563307494,8432,4468.101669000016,14924,299.39035573572875,1.1049144107122495,0.0121281157866523,4.117509827425351,2.803524133143618,2.904144961967617,1.485582407303228,6.109880224018515,3007.6430947448703,"Kingston, NY",1019667.0249361299,79.1474843703,13.34257857,both
"Kansas City, MO-KS",119377,305629,5.120400077066772,76547.9436839988,0.2504603414073887,2.773189140286655,94372,41028.02102600112,165649,247.6804630634723,1.055128779568106,0.0073649705099336,6.267811020991377,4.954939910309341,4.01909953388672,2.1541493114773846,112.44610408267468,19046.04328372335,"Kansas City, MO-KS",1012824.6948970953,84.78917850314893,14.570244659264286,both
"Kokomo, IN",3523,9953,5.650298041441953,3173.8521910000177,0.3188839737767525,2.959409594095941,2977,1644.1221380000072,5175,317.7047609661849,1.025568463106408,0.0038647342995169,4.6322351596132805,3.914324175466573,4.173156318639207,2.161782677928524,7.510738387178765,760.5399723044535,"Kokomo, IN",487113.03994345997,43.047477448946,7.3370857522,both
"Knoxville, TN",52578,125082,4.757959602875728,34712.45347200026,0.2775175762459847,2.5,36953,18190.168608999847,65702,276.8586741499475,1.1216026699762796,0.0090560409119965,6.065663126141942,4.263084360385013,4.0046036183009965,2.098509547527769,15.510000123792569,8668.13716927306,"Knoxville, TN",841795.4030114783,62.4143099811725,12.1422370446875,both
"La Crosse-Onalaska, WI-MN",7857,19955,5.079546900852743,6881.467405000024,0.3448492811325494,2.7003945526282296,5907,3575.658217999978,10564,338.47578739113766,1.089470338911965,0.0036917834153729,2.8928679366099,2.1748976583371107,2.533686701381024,1.3165211927106821,3.5490431225301173,2715.9898661697903,"La Crosse-Onalaska, WI-MN",433390.86110232904,43.8420049093,6.3898307793499995,both
"Lafayette-West Lafayette, IN",12418,32872,5.294250281848929,13102.930145999968,0.39860459193234266,2.7757287808020616,9764,6838.874309999984,17130,399.2337600700516,1.0395146454395023,0.0070052539404553,2.907070782399657,2.285765752886959,3.067413866263504,1.6009898285637438,8.148236422470957,4271.653815649268,"Lafayette-West Lafayette, IN",437735.18327196804,30.632152368991747,5.01284208075,both
"Lake Havasu City-Kingman, AZ",13111,35081,5.35138433376554,10585.30034499994,0.30173884282089847,2.741438486766837,10162,5741.779951000021,17977,319.39589202870457,1.0742165724066668,0.0018913055571007,0.3755276351877851,0.2910618433970156,0.30318608849899115,0.16445710066109945,3.493419647498309,34913.54236404934,"Lake Havasu City-Kingman, AZ",2035504.10472089,221.7236225266,37.769809335,both
"Lakeland-Winter Haven, FL",32937,83456,5.06761392962322,16963.21844100002,0.2032594234207249,2.760633937517078,26143,9222.221994000029,45493,202.71738496032413,1.1035374634675306,0.0078913239399468,6.329967384028228,5.024268674155205,3.2600607055796305,1.7723643449703355,17.384145539031834,5203.344346308423,"Lakeland-Winter Haven, FL",4441534.4686213,345.76889616370005,54.2170618138,both
"Lancaster, PA",17521,46988,5.363620797899663,13632.833516000084,0.2901343644334742,2.7933337138291194,14340,7043.562145000035,24443,288.16275191261445,1.0685731709218904,0.0077322750889825,6.8788342181695885,5.629957347671474,5.352320168966989,2.765338525245718,18.661546043020167,2547.088568251936,"Lancaster, PA",2732419.6178411,304.4299478507,54.6672387245,both
"Laredo, TX",13776,37705,5.474012775842044,18674.17979200011,0.4952706482429416,2.901132404181185,11307,9625.12031099998,19948,482.5105429616994,1.1062473439714455,0.0030579506717465,1.5774726979086755,1.2947505658575342,2.1383571993117076,1.1021606057410516,6.434803240082102,8732.95621424285,"Laredo, TX",1528358.8685058001,97.6781827742,20.1246354273,both
"Las Vegas-Henderson-Paradise, NV",78221,184805,4.725201672185219,26382.92330800017,0.14276087393739437,2.669909615065008,58830,15408.446662999893,104877,146.91921644402387,1.0651803557454282,0.0030988681979843,3.7524308954975374,2.82220260009614,1.2656460098244964,0.7391765805840725,51.21276692294843,20845.42052296172,"Las Vegas-Henderson-Paradise, NV",11866978.25001466,940.923781387525,144.62130695,both
"Lawrence, KS",5389,13665,5.071441825941733,4433.291493,0.3244267466520307,2.74410836889961,4176,2338.4304240000006,7360,317.7215250000001,1.04981166015698,0.005570652173913,4.382077328218913,3.3957236820638674,3.604940831482849,1.9014998969433556,6.189370426293918,1229.7820408820464,"Lawrence, KS",643850.6913764,48.4930364463,9.1901964276,both
"Lawton, OK",10116,28316,5.598260181890075,11880.239263999963,0.4195592337900821,2.915678133649664,8349,6178.605259999995,14705,420.1703679020738,1.0468023880272903,0.0066643998639918,2.260597731218609,1.8657305711688577,2.6548479563594856,1.3807177770711105,2.010057810771668,4474.922654437426,"Lawton, OK",351925.32242444454,27.060684445374,4.9185537778,both
"Lebanon, PA",5405,14691,5.4360777058279375,4089.27224200001,0.27835220488734663,2.839222941720629,4461,2121.6233259999976,7635,277.8812476751798,1.0690150421471196,0.007727570399476,5.759934777309853,4.753944318516052,4.357805994557575,2.2609457871931893,2.99314214551833,938.378681177424,"Lebanon, PA",806066.7926427,70.7135788473,15.417122298599999,both
"Lewiston, ID-WA",4204,10819,5.147002854424358,5102.4586530000015,0.47162017312136073,2.672930542340628,3134,2609.800922000006,5595,466.4523542448625,1.1599275988464273,0.0023235031277926,1.0837586943892823,0.8079209677012397,1.3153743881899571,0.6727864985353644,1.0740700252823872,3879.092294036017,"Lewiston, ID-WA",197675.2319131915,19.4037531697115,3.9225771207999998,both
"Lewiston-Auburn, ME",6319,15316,4.847602468745055,4391.505032999994,0.286726627905458,2.5043519544231683,4444,2241.1157959999978,7869,284.8031256830598,1.060924953578394,0.0102935569958063,4.91041037125457,3.4533729529759944,3.412579816341164,1.741541105849158,2.208715210906314,1286.857822920724,"Lewiston-Auburn, ME",518663.46347097,40.6681170516,7.554639381099999,both
"Lexington-Fayette, KY",22248,53895,4.844929881337649,13200.518035999901,0.2449302910474052,2.63183207479324,16504,7164.69408200003,29306,244.47874435269333,1.085094341534045,0.0136149593939807,5.789224436791331,4.294559515677999,3.434949729967428,1.8643483486897159,34.16913967689948,3843.001811885345,"Lexington-Fayette, KY",578824.7195053537,41.06038959759342,7.437436672783332,both
"Lansing-East Lansing, MI",17096,46923,5.489354234908751,16149.187395999923,0.3441635742812677,2.895589611605054,14379,8428.348505000014,24625,342.2679595939092,1.0388577389012317,0.016,3.1396030896770526,2.64063832630243,2.9657252365614815,1.5478280888613134,24.673607641321748,5445.274294770342,"Lansing-East Lansing, MI",713770.6179706525,54.82892824067375,10.269529170025,both
"Lima, OH",5387,15034,5.581585297939484,4440.8764630000105,0.29538888273247377,2.894560980137368,4472,2327.932454999998,7729,301.1945212834775,1.0372522087736016,0.0128089015396558,5.10457904876151,4.237549193625668,4.208057351247071,2.205887365272867,3.469816985311318,1055.3269816258428,"Lima, OH",700107.83400118,59.187580591599996,10.5318856956,both
"Lincoln, NE",16278,43411,5.3337019289839045,13222.088092999857,0.30457921017714074,2.989249293525003,13784,7082.717609000023,24257,291.9865444613935,1.023291205837848,0.0021437110937049,4.418367300690759,3.741416320968266,3.5888955447206787,1.9224749897796005,9.276848938881471,3684.16632031817,"Lincoln, NE",1082484.2756657857,96.81609664245998,16.85228879531402,both
"Logan, UT-ID",7233,18868,5.217198949260335,7199.934203999982,0.3815949864320533,2.649246509055717,5372,3607.2697129999933,9566,377.0927987664639,1.106375930780123,0.0058540664854693,1.5183325955702482,1.1276763035259745,1.5113915094558692,0.7572286998840349,9.832919861435895,4763.778384987819,"Logan, UT-ID",363572.45438717195,35.792282055768,6.45468083975,both
"Little Rock-North Little Rock-Conway, AR",51686,127721,4.94218937429865,38173.57904799906,0.2988825568857045,2.5808536160662463,37792,19732.795007999972,66632,296.145920998919,1.0961481861502227,0.0079991595629727,4.754734599316246,3.4765880504848425,3.5116905366879787,1.8152730558710748,11.762849337210872,10870.427974556707,"Little Rock-North Little Rock-Conway, AR",895864.7610266887,66.36207953116183,11.139966905383332,both
"Longview, TX",19291,49953,5.178891711160645,19136.20973200014,0.3830842938762465,2.696542429112021,15115,9881.38529899998,25923,381.1821663773475,1.0712264852913047,0.004281911815762,2.7362805161901447,2.143946918366805,2.7143247028873683,1.4015987800850849,16.56134822649945,7050.081263912148,"Longview, TX",586829.3579718,35.236599034392334,6.624332887028885,both
"Longview, WA",5456,13104,4.803519061583578,5105.958193000009,0.38964882425213737,2.503848973607038,3720,2651.254998999997,6820,388.7470673020524,1.1736802640464352,0.008357771260997,1.8178561970341505,1.239447407068739,1.7012275921815172,0.8833578317173598,4.112283746343966,3001.337514431293,"Longview, WA",891899.1882694614,81.893536582,17.2827653736,both
"Louisville/Jefferson County, KY-IN",58818,143283,4.872079975517699,35574.257453999526,0.24827968045057353,2.5678023734231017,42306,18743.16087799994,75541,248.11904631921655,1.085997196199856,0.0127745197971962,6.9021365900064975,4.964497102533491,4.174544935828514,2.1994603099123005,83.65510224149611,8521.709072689422,"Louisville/Jefferson County, KY-IN",836882.4440269697,70.98958851073408,10.952870757520001,both
"Lubbock, TX",20004,55241,5.522995400919816,21259.959606999728,0.3848583408518986,2.961857628474305,16986,11189.535907999998,29556,378.5876271484639,1.036331969804433,0.0013195290296386,2.863291681478254,2.43130736360676,3.0430646616319748,1.6016249292630782,21.561359846575638,6986.364724697687,"Lubbock, TX",637204.1573273666,44.07170796963334,8.271384411966666,both
"Lynchburg, VA",15537,35899,4.621098024071571,15204.160355999935,0.42352601342655605,2.439016541159812,10522,7919.132864999964,18921,418.53669811320566,1.1229499650005297,0.0153797368003805,2.794823903928756,1.8927165551353784,2.7349521015713822,1.4245080665179708,5.208125475420252,5559.205350347562,"Lynchburg, VA",279812.31110123673,25.21875330488325,5.796504856637,both
"Macon-Bibb County, GA",13604,34105,5.013966480446928,11795.119148000049,0.3458472114939173,2.645692443399,10373,6206.274363999996,17955,345.65716313004714,1.0787910971741428,0.0068504594820384,3.0208704121207943,2.3034025863664365,2.619194828111789,1.37814985266917,12.55519206990783,4503.337827871056,"Macon-Bibb County, GA",471988.554598591,33.73687263821791,6.596938196168184,both
"Madera, CA",7740,20020,5.17312661498708,9325.102412000002,0.46578933126873134,2.733204134366925,5905,4798.574479999976,10567,454.1094426043319,1.1099268042602244,0.0028390271600264,1.3873468021619186,1.0584344789103526,1.67146653890447,0.8601145942847233,1.456670525218512,5578.994371082031,"Madera, CA",1190608.59695524,30.2360737418,16.7859874872,both
"Madison, WI",35315,89323,5.05864363584879,28712.07152999949,0.32144096738801314,2.780433243664165,28081,15228.17943899995,49057,310.4180736490195,1.057942129800193,0.0083780092545406,4.024458167710492,3.200079564136438,3.2719957746225212,1.7353864115147761,60.61495890803019,8775.094317874511,"Madison, WI",1034208.6373459678,83.40895480182701,12.178542362013175,both
"Manchester-Nashua, NH",16962,43691,5.151633062138899,10838.815488000078,0.248078906136277,2.746138427072279,13841,5652.822416000013,23302,242.5895809801739,1.1092795326382183,0.0446313621148399,7.336811004357914,5.986841239907905,4.688264399632352,2.4450943112480825,19.993016483242087,2311.903630872449,"Manchester-Nashua, NH",1819886.8938184998,201.7696019822,33.676280775399995,both
"Manhattan, KS",10770,27827,5.167502321262767,11146.939253999903,0.40057998540985024,2.711606313834726,8235,5740.120309999987,14537,394.8627853064585,1.0674546805314744,0.0105248675792804,2.202055895402183,1.683744688824232,2.2791256545924323,1.1736365616484008,7.773917514515208,4890.884024555139,"Manhattan, KS",258163.52041858752,21.072567454715333,3.7743724250666664,both
"Mankato, MN",7220,18722,5.186149584487534,8604.900301000042,0.45961437351778883,2.776038781163435,5636,4477.425920999991,9962,449.4505040152571,1.0446083046727883,0.0093354748042561,2.2612410751236776,1.7651460802488983,2.694979779496592,1.4022907760926095,2.1172194739592918,3192.936869681224,"Mankato, MN",363834.087689599,35.622799941290495,4.16002138105,both
"Mansfield, OH",6250,16393,5.24576,5195.810338999989,0.3169529884096864,2.70944,4881,2691.2660139999994,8401,320.3506742054517,1.0411848904554306,0.005475538626354,4.825555473806049,3.768565802823572,4.011627363555113,2.0778965512521417,8.806960875853944,1295.1876802424265,"Mansfield, OH",774859.97794823,61.050862333806,10.5013665664,both
"McAllen-Edinburg-Mission, TX",28609,77010,5.383620538991226,18772.762948000207,0.24377045770679398,2.826627984200776,23476,9822.70156699996,40411,243.06999497661425,1.068435899350195,0.0030932171933384,6.980266037429398,5.727873239004948,4.580337643211536,2.3966258919897356,9.554986910767695,4098.554388413504,"McAllen-Edinburg-Mission, TX",3433746.1477139,222.6659592371,59.7711933464,both
"Medford, OR",10432,26058,4.995782208588957,10121.782916999988,0.3884328389362187,2.595763036809816,7637,5211.5914390000025,13539,384.9317851392276,1.1794175211894902,0.0070167663786099,1.438807624905168,1.0533142092983865,1.396021706155527,0.718795772653729,9.844718858007903,7250.448092869659,"Medford, OR",1186636.7232504,162.7237752808,35.5708491699,both
"Memphis, TN-MS-AR",64824,161924,4.995804023201283,41930.305560999615,0.25895052963735843,2.64938911514254,48729,22327.85117100025,85904,259.9163155499191,1.0699602349208317,0.0053780964797913,5.326085837275839,4.003684387952215,3.445088340754789,1.834506539224164,86.25113580472656,12171.039292366318,"Memphis, TN-MS-AR",1163458.9615058354,76.80696412157538,14.630776890862501,both
"Merced, CA",10563,27378,5.183754615166146,9719.876124999988,0.3550250611805094,2.701315914039572,7913,5111.188956999989,14233,359.1083367526164,1.0516996680614392,0.0018969999297407,2.061907947786271,1.5446253517781654,1.897329341440452,0.9977090914584587,8.012288683256944,5122.925109891918,"Merced, CA",2045192.2372646101,62.176955063,29.5097190905,both
"Los Angeles-Long Beach-Anaheim, CA",250524,641962,5.124954096214335,101322.37916099728,0.15783236260245512,2.805328032443997,197890,56606.576454,352272,160.68996813257937,1.0603964143189517,0.0036193623109415,16.97949084855073,13.412173859668949,6.867215954230096,3.836561953619135,538.7671933500409,14754.50602344671,"Los Angeles-Long Beach-Anaheim, CA",29275488.653415833,1019.1883681140001,391.16279321425503,both
"Midland, MI",7383,20630,5.588514154137885,5103.740023999998,0.24739408744546768,2.976296898279832,6224,2753.3616339999926,10971,250.96724400692668,1.0404371341564225,0.0008203445447087,3.1572491116358505,2.661617021647235,2.182551626275813,1.1774412261897211,2.719362573955181,2338.428086903374,"Midland, MI",483933.55926325097,36.016835000905196,6.9131870771,both
"Midland, TX",8203,22982,5.603315860051201,7617.100237000011,0.33143765716647855,2.976593929050348,6906,4046.016996000012,12182,332.1307663766222,1.0408484034708176,0.0010671482515186,1.7403624397470938,1.4651887125311995,1.6160569489532493,0.8584098513247332,2.943735698255958,4713.386023885947,"Midland, TX",807175.9577875,41.96085562515,8.66901819085,both
"Miami-Fort Lauderdale-Pompano Beach, FL",162184,408488,5.037340304838948,59662.184364998764,0.146056149421767,2.9374414245548266,137548,35052.06451199942,238621,146.89429895943533,1.0715948429471995,0.00864131824106,10.21091645071432,8.659862476957365,3.756261898942661,2.206837309210985,369.4424193678885,15883.393109993978,"Miami-Fort Lauderdale-Pompano Beach, FL",10699764.31020329,898.6623548679621,129.2641986417,both
"Missoula, MT",7997,19418,4.856321120420158,9608.121352999997,0.4948048899474711,2.5438289358509443,5576,4933.875463000004,10149,486.1440006897236,1.2757082746374788,0.0046309981278943,1.18008399001299,0.8228271012020048,1.4178304592693811,0.72807145712195,9.52197116205761,6776.636296804579,"Missoula, MT",774535.2544217799,88.3290436382,18.3974091631,both
"Mobile, AL",40634,97715,4.809519121917606,20631.278456000236,0.2111372712070842,2.5220504995816317,29025,10730.103073000071,51268,209.2943565772036,1.0967269796440695,0.0192712803308106,5.742880754255198,4.102158632973794,2.9158579509928546,1.5165059415540352,47.13724000045693,7075.543048650656,"Mobile, AL",1746167.1513248791,133.2437392011435,26.381494709800002,both
"Modesto, CA",16932,44655,5.2746279234585405,10201.720166000014,0.22845639157989056,2.77793527049374,13478,5341.935508,23495,227.3647800808682,1.0547813422957852,0.001361991913173,4.312612149660698,3.4328718729699315,2.598397255807359,1.360600990698363,5.652725941238383,3926.158766985841,"Modesto, CA",2403429.4593799,66.1860451298,33.387931582,both
"Minneapolis-St. Paul-Bloomington, MN-WI",153099,387218,5.058400120183672,93563.08740600068,0.2416289723256685,2.771572642538488,120191,50620.6226759996,212396,238.33133710615832,1.066864281644271,0.0084653194975423,7.872694637947728,6.180491324107769,4.811224217865931,2.60302617725078,150.66944525386623,19446.835809182383,"Minneapolis-St. Paul-Bloomington, MN-WI",1316939.7869766536,117.56227395623986,17.824005114773332,both
"Monroe, MI",6023,16022,5.3202722895567,5740.790575999985,0.3583067392335529,2.7937904698655154,4913,3018.5115759999967,8374,360.4623329352754,1.035323702092975,0.0142106520181514,4.146747589545489,3.3825287908744794,3.952450520191499,2.078201162509238,5.123228078129182,1452.463616349545,"Monroe, MI",932062.8712784201,74.557126235,13.745572226783,both
"Montgomery, AL",26773,64609,4.82642961192246,19169.338291000182,0.29669764724729036,2.5573152056176,19260,10045.14590299999,34235,293.41743546078544,1.0832119704790883,0.009434788958668,3.713764243764045,2.671613167552964,2.6590372062052605,1.3933927343948849,8.547925049868585,7209.127516631082,"Montgomery, AL",801327.7581785945,59.2513179652425,12.043681497000001,both
"Morgantown, WV",9250,22193,4.798486486486486,8106.311795000022,0.3652643533997216,2.4622702702702703,6354,4159.000343000017,11330,367.07858278905707,1.13444310727665,0.0060017652250661,3.5139843349471973,2.413822320459945,3.0795083958732725,1.579963465334279,3.588132360877628,2632.3395662317303,"Morgantown, WV",366685.1682680949,24.253502837302452,4.464317012257298,both
"Morristown, TN",5585,13526,4.843688451208594,4585.981380000046,0.33904934052935426,2.5928379588182637,4183,2421.302941999998,7207,335.9654422089632,1.1100147355379866,0.0083252393506313,0.7726945448449277,0.5787253860494777,0.6344785667119872,0.33499150845127534,3.840162176296089,7227.953189602051,"Morristown, TN",414059.41202276666,37.24221748397067,6.0828212288,both
"Mount Vernon-Anacortes, WA",7593,18263,4.8104833399183455,5248.095692000005,0.28736219087773124,2.5173185829053075,5292,2724.125637000008,9581,284.3258153637416,1.111320792929411,0.006471140799499,1.53741735336628,1.071514899778,1.0626252323202456,0.5515761921603825,17.199912930190745,4938.802065278247,"Mount Vernon-Anacortes, WA",922250.5728688999,100.5508154641,18.7179454602,both
"Muncie, IN",5968,16863,5.651139410187668,4534.376867999999,0.26889502864259024,2.9416890080428955,5043,2370.9574290000055,8734,271.462952713534,1.036556502785839,0.0043508129150446,5.81016326255856,4.909626898975003,4.414455411703912,2.308252304133064,3.982105574847207,1027.1656286250268,"Muncie, IN",864523.38830522,62.3408881381,11.8847772111,both
